date,close
2022-08-01,104.06423421949151
2022-08-02,106.93444772809747
2022-08-03,104.1746668443084
2022-08-04,105.60464891046288
2022-08-05,108.6943875178695
2022-08-06,111.76456912606957
2022-08-07,110.39750071614984
2022-08-08,98.05061503499749
2022-08-09,94.49794813245538
2022-08-10,92.48048349469903
2022-08-11,95.13311430066827
2022-08-12,97.03895910829308
2022-08-13,97.01401763781908
2022-08-14,97.15244695171717
2022-08-15,98.61752435192469
2022-08-16,95.79301401600245
2022-08-17,95.40587061271074
2022-08-18,90.36570947989824
2022-08-19,92.43514459952715
2022-08-20,93.19112574681643
2022-08-21,93.85704528912905
2022-08-22,93.76367399469021
2022-08-23,93.85455721244219
2022-08-24,98.33083790168169
2022-08-25,93.16789263114336
2022-08-26,91.36375182494524
2022-08-27,92.46766656264666
2022-08-28,93.38424622640017
2022-08-29,93.83504545316103
2022-08-30,91.86162531003359
2022-08-31,89.04956638440493
2022-09-01,94.36081611737612
2022-09-02,96.01595162972811
2022-09-03,97.18235492333773
2022-09-04,106.58989333733919
2022-09-05,111.52799892053011
2022-09-06,111.28917274996641
2022-09-07,98.86232052370909
2022-09-08,97.92383037135008
2022-09-09,100.63680944964293
2022-09-10,100.89378682896498
2022-09-11,98.98611716553572
2022-09-12,102.41845683380964
2022-09-13,101.59637353941801
2022-09-14,103.67473743483427
2022-09-15,102.25530825182798
2022-09-16,99.92078266665342
2022-09-17,102.39783130213621
2022-09-18,103.55332301184538
2022-09-19,101.823335390538
2022-09-20,98.34149597212675
2022-09-21,100.15275905653837
2022-09-22,101.15040455386045
2022-09-23,95.48685226961973
2022-09-24,96.14642499014738
2022-09-25,92.47821090742949
2022-09-26,93.06672469899061
2022-09-27,87.6553501300514
2022-09-28,91.21179596707228
2022-09-29,94.61633364483717
2022-09-30,96.15924565121534
2022-10-01,94.73201803490522
2022-10-02,100.45170168206099
2022-10-03,99.36175457760694
2022-10-04,99.82323665544394
2022-10-05,112.65150947496298
2022-10-06,103.87613887712362
2022-10-07,103.51936570927504
2022-10-08,89.72696821019056
2022-10-09,93.06753126904371
2022-10-10,94.32688824459913
2022-10-11,97.61612407490614
2022-10-12,102.7470421008766
2022-10-13,102.73510617949071
2022-10-14,99.68946761824193
2022-10-15,103.2025558445603
2022-10-16,102.12581104971471
2022-10-17,97.91175312735143
2022-10-18,97.68245581723752
2022-10-19,99.02470223046842
2022-10-20,101.2482713852078
2022-10-21,99.53008023835721
2022-10-22,96.88400594331327
2022-10-23,97.78621361590925
2022-10-24,98.40366713143888
2022-10-25,95.36221615411344
2022-10-26,93.78771404363218
2022-10-27,93.83694080822173
