date,spot_close
2022-08-02,99.93492050051691
2022-08-03,99.80045791149142
2022-08-04,100.30331640124324
2022-08-05,99.18936876535417
2022-08-06,98.83421328902247
2022-08-07,98.67502183794977
2022-08-08,98.88391035556795
2022-08-09,98.6904929339886
2022-08-10,98.09833098888399
2022-08-11,97.7072645711899
2022-08-12,97.57809623718263
2022-08-13,96.86119858026507
2022-08-14,96.53121235609056
2022-08-15,95.85038839340213
2022-08-16,96.28687243461611
2022-08-17,96.01671224951747
2022-08-18,94.55978688120844
2022-08-19,94.87655182838442
2022-08-20,94.45626648426058
2022-08-21,94.47210138082507
2022-08-22,94.04850353717806
2022-08-23,93.59079460740091
2022-08-24,93.13375583648684
2022-08-25,93.59289124727252
2022-08-26,92.73296254158022
2022-08-27,91.81787018775942
2022-08-28,90.8385670411587
2022-08-29,90.62389600992205
2022-08-30,89.76302908182146
2022-08-31,89.41161692142488
2022-09-01,88.84844413399698
2022-09-02,88.63937371611597
2022-09-03,88.77854656457903
2022-09-04,89.15568325161937
2022-09-05,89.49578887462619
2022-09-06,89.03089967131616
2022-09-07,89.13572209119799
2022-09-08,88.53494381785394
2022-09-09,87.42855940341951
2022-09-10,87.88061027765276
2022-09-11,87.49075971961024
2022-09-12,87.03864182949069
2022-09-13,87.25011524558069
2022-09-14,86.81851379036905
2022-09-15,86.78238265395167
2022-09-16,86.62065417289736
2022-09-17,85.94293208837512
2022-09-18,84.96843493819239
2022-09-19,85.17941052198412
2022-09-20,84.6225468015671
2022-09-21,84.45675907254221
2022-09-22,84.37886746525767
2022-09-23,84.39280676960948
2022-09-24,84.83922830939295
2022-09-25,84.71667540073396
2022-09-26,84.27699374437334
2022-09-27,84.54926014304164
2022-09-28,85.12551060199739
2022-09-29,85.30599395751955
2022-09-30,84.94607077956202
2022-10-01,84.24132214546205
2022-10-02,84.84923282384875
2022-10-03,84.80315461516382
2022-10-04,84.9478802084923
2022-10-05,85.13762133002284
2022-10-06,85.04958160281184
2022-10-07,85.40505301117899
2022-10-08,84.75875180363657
2022-10-09,84.47415448188784
2022-10-10,84.05541050314905
2022-10-11,84.55557878375056
2022-10-12,83.98233446598056
2022-10-13,84.04419970273973
2022-10-14,84.28577282547953
2022-10-15,84.57732065200808
2022-10-16,84.61768336296083
2022-10-17,84.56071028590205
2022-10-18,83.85405648589136
2022-10-19,84.63227367877963
2022-10-20,84.5593029522896
2022-10-21,84.12721323847772
2022-10-22,83.81470858693125
2022-10-23,83.82708737850191
2022-10-24,84.05808156490328
2022-10-25,84.1616594040394
2022-10-26,83.69104512929918
2022-10-27,83.99886824250223
2022-10-28,84.11290055990222
2022-10-29,83.90860741734507
2022-10-30,83.56637643337251
2022-10-31,83.6700978779793
2022-11-01,83.51441040039064
2022-11-02,83.0184258258343
2022-11-03,83.62727472662928
2022-11-04,83.37048899769785
2022-11-05,84.039671343565
2022-11-06,84.3142545771599
2022-11-07,83.87299326062204
2022-11-08,83.50333363175395
2022-11-09,83.67061485767367
2022-11-10,83.37975633740427
2022-11-11,83.35737303137782
2022-11-12,83.45353125452998
2022-11-13,83.60485312581065
2022-11-14,83.3005052649975
2022-11-15,82.64238054037097
2022-11-16,82.51360472798349
2022-11-17,82.52950664043429
2022-11-18,82.90711243867877
2022-11-19,83.0339160692692
2022-11-20,82.5402579033375
2022-11-21,82.16169473528863
2022-11-22,82.08129481911661
2022-11-23,82.22483327388765
2022-11-24,82.87813285470011
2022-11-25,82.77945674896242
2022-11-26,82.31774601340295
2022-11-27,82.30352907180789
2022-11-28,82.36705055832864
2022-11-29,82.60209441900255
2022-11-30,82.79511931896212
2022-12-01,82.46210780620576
2022-12-02,82.66053227186205
2022-12-03,82.69065112590792
2022-12-04,82.79519590854648
2022-12-05,82.75347373247149
2022-12-06,82.93540271639826
2022-12-07,82.76730772614481
2022-12-08,82.40485709190371
2022-12-09,83.34078181266787
2022-12-10,83.48081629395487
2022-12-11,83.85270659446718
2022-12-12,84.05289262056353
2022-12-13,83.8474027657509
2022-12-14,83.71301676630976
2022-12-15,83.78249309301378
2022-12-16,83.7678166139126
2022-12-17,83.65103664517405
2022-12-18,84.10740525722505
2022-12-19,84.71887735128405
2022-12-20,84.79321711659433
2022-12-21,84.69774819970134
2022-12-22,84.94035528182985
2022-12-23,84.3052074325085
2022-12-24,84.22998688697817
2022-12-25,84.2020508360863
2022-12-26,84.34155876398088
2022-12-27,84.80219724535944
2022-12-28,85.06330071210863
2022-12-29,85.20241611838343
