date,vix_close
2022-08-02,19.614063350260256
2022-08-03,18.670956867337225
2022-08-04,18.02188439160585
2022-08-05,17.599425592422484
2022-08-06,17.41973905690014
2022-08-07,17.417407358586786
2022-08-08,17.687638315334915
2022-08-09,17.72519372791052
2022-08-10,17.9115306725353
2022-08-11,17.71371223717928
2022-08-12,17.287719997167585
2022-08-13,17.086080426126717
2022-08-14,16.940126523524523
2022-08-15,16.79184037461877
2022-08-16,16.54183628425002
2022-08-17,16.603775068894027
2022-08-18,16.669810628294943
2022-08-19,16.57335996866226
2022-08-20,16.35813024058938
2022-08-21,15.646274527311324
2022-08-22,15.580124437958002
2022-08-23,15.68551610574126
2022-08-24,15.615370071828364
2022-08-25,15.372140236347914
2022-08-26,15.26310772165656
2022-08-27,15.210488058403133
2022-08-28,15.205136934071778
2022-08-29,15.055967972949146
2022-08-30,14.826182529106735
2022-08-31,14.61694945782423
2022-09-01,14.758840561062097
2022-09-02,14.896740651652216
2022-09-03,15.079506344124674
2022-09-04,15.329575645327568
2022-09-05,15.72005099631846
2022-09-06,15.975282365232705
2022-09-07,15.981132708638906
2022-09-08,16.06002192623913
2022-09-09,16.05047045700252
2022-09-10,16.17437378183007
2022-09-11,16.23983997941017
2022-09-12,16.319891484230755
2022-09-13,16.208995254859328
2022-09-14,16.466172536984086
2022-09-15,16.729623758941887
2022-09-16,16.893293088823555
2022-09-17,16.934791838899255
2022-09-18,17.263362928628922
2022-09-19,17.379620146155357
2022-09-20,17.227614239752292
2022-09-21,17.203364577293396
2022-09-22,17.360842713862656
2022-09-23,17.242696026116608
2022-09-24,17.256737727075816
2022-09-25,17.681789615899323
2022-09-26,17.929929443597793
2022-09-27,17.868828535974025
2022-09-28,17.797855584844946
2022-09-29,17.566115459948776
2022-09-30,17.801363270133734
2022-10-01,18.185976769924164
2022-10-02,18.3173502971977
2022-10-03,17.861354497596622
2022-10-04,17.924468173235653
2022-10-05,18.05456652730703
2022-10-06,17.61030812986195
2022-10-07,17.43323769956827
2022-10-08,17.052212987616656
2022-10-09,16.646483781337736
2022-10-10,16.4669117757678
2022-10-11,16.370435908585787
2022-10-12,16.192083729207514
2022-10-13,16.07372058533132
2022-10-14,16.090700061768292
2022-10-15,16.241735477522013
2022-10-16,16.120553472042083
2022-10-17,16.002139365077017
2022-10-18,15.770899007245898
2022-10-19,15.50041707098484
2022-10-20,15.36477415204048
2022-10-21,15.35370365396142
2022-10-22,15.37455522917211
2022-10-23,15.583658426776527
2022-10-24,16.003702781125902
2022-10-25,16.19432994104922
2022-10-26,16.392272222191096
2022-10-27,16.446008141487837
2022-10-28,16.503858371227977
2022-10-29,16.43965474307537
2022-10-30,16.647428516447544
2022-10-31,16.67185353577137
2022-11-01,16.28034686721861
2022-11-02,16.123354797959326
2022-11-03,15.808475791439413
2022-11-04,15.647858218997715
2022-11-05,15.831970871388911
2022-11-06,16.170412908643485
2022-11-07,16.287758434712885
2022-11-08,16.551837105453014
2022-11-09,16.72056548088789
2022-11-10,16.512648682072758
2022-11-11,16.202315802276132
2022-11-12,16.321604501605034
2022-11-13,16.51511354200542
2022-11-14,16.50116938330233
2022-11-15,16.324348836541176
2022-11-16,16.32515712209046
2022-11-17,16.178911140710113
2022-11-18,16.207063589394092
2022-11-19,16.358349984660745
2022-11-20,16.397490184903145
2022-11-21,16.411603124588726
2022-11-22,16.48229550473392
2022-11-23,16.359789554923772
2022-11-24,16.261539295464754
2022-11-25,16.34029809139669
2022-11-26,16.378337379321454
2022-11-27,16.512450309619307
2022-11-28,16.591811894774438
2022-11-29,16.485314382761715
2022-11-30,16.139798887968063
2022-12-01,15.846271223723887
2022-12-02,15.749449574723839
2022-12-03,15.623807476982474
2022-12-04,15.524164226427674
2022-12-05,15.453850507512687
2022-12-06,15.316941731199622
2022-12-07,15.30572601571679
2022-12-08,15.08342337809503
2022-12-09,14.985388478785753
2022-12-10,14.804364847168326
2022-12-11,14.748749869465827
2022-12-12,14.660725655183196
2022-12-13,14.565695386156438
2022-12-14,14.498764410763979
2022-12-15,14.477533078342676
2022-12-16,14.436225028857589
2022-12-17,14.45021302677691
2022-12-18,14.533879074975847
2022-12-19,14.620098757520317
2022-12-20,14.600035740211606
2022-12-21,14.699141960367559
2022-12-22,14.679871884882449
2022-12-23,14.68305022805929
2022-12-24,14.737247007116675
2022-12-25,14.857282617092132
2022-12-26,14.916130736991763
2022-12-27,14.925572060197592
2022-12-28,14.908761912733315
2022-12-29,14.85648583933711
